Clift,"When it opened nearly a century ago, the Clift immediately earned acclaim as one of t...",San Francisco,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmVlZP9mpzZgBGVmBQtgZGZkAwtjAmp1Zv5dpTp
Hotel Abri,"Sandwiched between San Francisco’s lively Market Street and Union Square, the 91-room...",San Francisco,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZlZwNip3WwYGp4AmN3YGRmAGZ0AQV0AGthnaOa
The Huntington Hotel,"Nob Hill's beacon of classic luxury with stellar city views, an indoor pool and a swi...",San Francisco,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmD4Zv9mpzZgAmV4ZwZgZGZmZwV2BQZ4BF5dpTp
Cavallo Point,"A former army base at the northern foot of the Golden Gate Bridge with stellar views,...",San Francisco,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZmZP9mpzZgBGL5ZwtgZGV5BGHmAGt3Zv5dpTp
Mandarin Oriental,"Simply put, there are no finer cityscapes of the San Francisco than those out the win...",San Francisco,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZjAQHip3WwYGDkZwN5YGRmAQZlZwHjZwNhnaOa
Fairmont Ghirardelli Squ...,"Chocolate Factory-turned hotel with tricked-out, loftlike digs on historic Ghirardell...",San Francisco,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZmZGZip3WwYGZ2Zwt5YGRmAGHlAQD1ZGVhnaOa
Shore Hotel,Eco-friendly modern stay steps from the Santa Monica Pier with a solar-heated pool an...,Los Angeles,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmR4ZGLip3WwYGpjZmZmYGRmAwH1ZmxjZGRhnaOa
Mondrian Los Angeles,Acclaimed designer Philippe Starck's first foray into the Los Angeles hotel scene has...,Los Angeles,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmVkBF9mpzZgZwZjZwZgZGZkAGZmAQRkAF5dpTp
The Beverly Hills Hotel,"Old Hollywood glamazon in Beverly Hills, with Art Deco interiors, a knockout pool sce...",Los Angeles,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZ1ZwHip3WwYGVlBGx5YGRmAwH3BGV5BQphnaOa
Palihouse Holloway,"If a French brasserie, a Moroccan dancehall from the 1930s, a grand British library a...",Los Angeles,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmpkY3AlLl03AQpjAP0kZmDmAmD0BGLkYzcjMj
Malibu Beach Inn,Embrace Malibu’s studiously laid-back vibe at this escape with gorgeous Pacific views...,Los Angeles,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmpmZl9mpzZgZGZ5BGRgZGZlAGH2AGZjBP5dpTp
Petit Ermitage Hotel,"Within walking distance of the Sunset Strip, the 80-suite Petit Ermitage is close to ...",Los Angeles,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmtlBF9mpzZgZwDlBQpgZGV5BGHlZGZ3AF5dpTp
Oceana Beach Club Hotel,Imagine staying at an oceanfront Los Angeles hotel that feels more like your chic fri...,Los Angeles,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmH3BP9mpzZgAQx1AmDgZGZ2AmNkZmN4AF5dpTp
Sofitel Los Angeles,"French elegance meets Hollywood hip at the Sofitel L.A. Totally renovated in 2007, it...",Los Angeles,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmpmZv9mpzZgAwH3ZmVgZGZkZmL5BQpkAP5dpTp
Hotel Erwin,"This edgy Venice Beach crashpad is a Frisbee’s toss from the tattoo parlors, muscle m...",Los Angeles,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZmZGDip3WwYGH2ZQt3YGRmAGLjZwD2BGHhnaOa
Shade Hotel,"A glam launch pad for exploring hip Manhattan Beach, with a hoppin’ lobby bar and a b...",Los Angeles,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmZ0AmHip3WwYGLlZwD0YGRmAwZ3BGRkZQZhnaOa
"The Standard, Downtown L...",A sizzling rooftop pool scene and new ping-pong club complete these sexy downtown dig...,Los Angeles,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmDip3WwYGp2BGNjYGRmZwRlBGR5BQxhnaOa
Mr. C Beverly Hills,The legendary Cipriani family is known for its namesake bars and restaurants in some ...,Los Angeles,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmRjAGxip3WwYGV2BQx1YGRmZQLlAQD2AmthnaOa
The Peninsula Beverly Hi...,"The Peninsula Beverly Hills is a timeless landmark that embodies all the traits, idio...",Los Angeles,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmRkZGVip3WwYGHmZGR0YGRmZQHlZwL1ZQZhnaOa
Luxe Sunset Boulevard Ho...,"Modern belle of Bel Air with tennis courts, heated pool, spa and seasonal Cali fare",Los Angeles,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmHkAP9mpzZgBQLlBGtgZGZ2AmNjBGZ1Av5dpTp
The Huntley Hotel,"In a residential pocket of northern Santa Monica, the 209-room Huntley serves up rela...",Los Angeles,cdnx.jetcdn.com/static/image/ZmHjXwV1ZPkcoJSaMKZipUWiMUIwqP9jpz9jMKW0nJImYmR0ZF9mpzZgBQtjAwpgZGZjAmD4AQZmBF5dpTp
